size width length distance label
0.0057 0.0692 0.1614 2.165 1.0
0.0075 0.0722 0.1673 1.874 1.0
0.0063 0.0676 0.1991 1.807 1.0
0.0076 0.0684 0.1912 2.087 1.0
0.0002 0.0266 0.0367 2.004 1.0
0.0516 0.088 0.2383 1.817 1.0
0.0091 0.0807 0.1705 2.437 1.0
0.0082 0.0679 0.1562 1.894 1.0
0.0012 0.0566 0.1276 2.095 1.0
0.0286 0.0865 0.2442 1.91 1.0
0.0038 0.0698 0.1217 2.023 1.0
0.0037 0.0643 0.1485 1.938 1.0
0.0041 0.063 0.1224 1.907 1.0
0.0081 0.0744 0.1514 2.095 1.0
0.0867 0.0942 0.2569 1.833 1.0
0.0098 0.0732 0.1496 1.942 1.0
0.027 0.0822 0.2083 1.775 1.0
0.0059 0.115 0.292 2.284 1.0
0.0286 0.0827 0.1965 1.82 1.0
0.0123 0.0795 0.2675 2.432 1.0
0.0046 0.0781 0.1263 1.983 1.0
0.0003 0.0358 0.0521 2.0 1.0
0.0017 0.059 0.1162 2.208 1.0
0.0646 0.1002 0.1955 1.834 1.0
0.2385 0.1111 0.3236 1.852 1.0
0.1344 0.108 0.3423 2.11 1.0
0.0085 0.0685 0.2538 2.378 1.0
0.0063 0.0665 0.1724 1.898 1.0
0.014 0.074 0.2494 2.352 1.0
0.0031 0.0835 0.1288 2.047 1.0
0.1257 0.1068 0.3142 2.086 1.0
0.0006 0.0447 0.1577 2.593 1.0
0.031 0.0869 0.293 2.148 1.0
0.015 0.0834 0.2389 2.225 1.0
0.0356 0.0833 0.1923 1.826 1.0
0.0111 0.0742 0.1641 1.854 1.0
0.0221 0.0783 0.2002 1.788 1.0
0.0257 0.0811 0.1897 1.841 1.0
0.0091 0.0757 0.2172 2.432 1.0
0.0783 0.0946 0.2667 1.912 1.0
0.097 0.1057 0.3256 2.044 1.0
0.0214 0.0817 0.1484 1.891 1.0
0.0462 0.2911 0.3984 1.904 1.0
0.0107 0.0715 0.2202 2.222 1.0
0.0502 0.087 0.2026 1.778 1.0
0.0153 0.0822 0.1547 1.855 1.0
0.0011 0.0519 0.0943 1.943 1.0
0.0033 0.0674 0.1507 2.026 1.0
0.1825 0.1067 0.2757 1.781 1.0
0.0668 0.0937 0.2503 1.853 1.0
0.0116 0.084 0.2128 2.036 1.0
0.0073 0.0758 0.2204 2.332 1.0
0.0675 0.0923 0.2302 1.751 1.0
0.0372 0.0868 0.223 1.799 1.0
0.0009 0.0436 0.0991 1.988 1.0
0.0176 0.1539 0.2684 1.656 1.0
0.1211 0.0992 0.2899 1.758 1.0
0.0147 0.075 0.1736 1.849 1.0
0.0645 0.0889 0.2041 1.772 1.0
0.047 0.0866 0.2511 1.903 1.0
0.0016 0.0654 0.1282 2.413 1.0
0.002 0.0572 0.1151 2.087 1.0
0.0126 0.0958 0.1945 1.923 1.0
0.0089 0.0748 0.1509 2.082 1.0
0.0046 0.0599 0.1715 2.09 1.0
0.0008 0.0542 0.0777 2.089 1.0
0.1757 0.111 0.3376 1.887 1.0
0.0054 0.0717 0.1769 2.296 1.0
0.0534 0.0912 0.2801 1.867 1.0
0.0017 0.0544 0.1398 2.25 1.0
0.0371 0.0868 0.1964 1.789 1.0
0.068 0.0891 0.2456 1.808 1.0
0.0053 0.0706 0.23 2.468 1.0
0.0765 0.0959 0.2937 1.912 1.0
0.0533 0.0888 0.2044 1.781 1.0
0.0045 0.072 0.1756 2.205 1.0
0.0132 0.0782 0.1918 1.928 1.0
0.0241 0.0829 0.2333 2.022 1.0
0.003 0.0605 0.1114 1.935 1.0
0.0021 0.0631 0.1354 1.926 1.0
0.0357 0.082 0.2167 2.035 1.0
0.0023 0.0617 0.1082 1.911 1.0
0.0519 0.0914 0.2256 1.837 1.0
0.0413 0.0932 0.2897 2.195 1.0
0.0226 0.0837 0.183 1.845 1.0
0.0021 0.0643 0.0998 2.097 1.0
0.0019 0.0545 0.0971 2.044 1.0
0.0148 0.0794 0.1861 1.889 1.0
0.0007 0.0503 0.0772 1.955 1.0
0.0981 0.0952 0.2799 1.848 1.0
0.0569 0.0916 0.2592 1.835 1.0
0.0264 0.0806 0.2031 1.852 1.0
0.0225 0.0791 0.1742 1.828 1.0
0.0195 0.1267 0.2823 2.337 1.0
0.0035 0.074 0.1264 1.953 1.0
0.0214 0.0845 0.2912 2.36 1.0
0.0147 0.0756 0.1621 1.923 1.0
0.0105 0.0771 0.1888 1.804 1.0
0.0298 0.089 0.2115 2.061 1.0
0.198 0.1037 0.259 1.685 1.0
0.2953 0.1145 0.3296 1.817 1.0
0.1676 0.1115 0.3537 2.091 1.0
0.0034 0.0654 0.1467 2.609 1.0
0.0106 0.0746 0.194 1.877 1.0
0.005 0.0663 0.2271 2.423 1.0
0.0034 0.0646 0.1171 2.116 1.0
0.1156 0.1018 0.3078 2.114 1.0
0.0013 0.0543 0.1241 2.63 1.0
0.0072 0.068 0.1872 2.339 1.0
0.0077 0.071 0.1557 2.363 1.0
0.0063 0.0687 0.1346 1.924 1.0
0.01 0.0679 0.1732 1.839 1.0
0.0487 0.091 0.2106 1.765 1.0
0.0233 0.0772 0.2269 1.776 1.0
0.0022 0.0698 0.1472 2.559 1.0
0.0122 0.0759 0.2435 2.383 1.0
0.1336 0.0995 0.2695 1.883 1.0
0.0441 0.0945 0.3105 2.25 1.0
0.0212 0.0776 0.1837 1.854 1.0
0.0003 0.0381 0.0643 2.043 1.0
0.032 0.0902 0.2904 2.233 1.0
0.0429 0.0873 0.1786 1.822 1.0
0.0573 0.0904 0.2096 1.766 1.0
0.0008 0.0515 0.0976 1.946 1.0
0.127 0.1019 0.2818 1.802 1.0
0.0329 0.1273 0.2597 1.996 1.0
0.0036 0.065 0.2115 2.388 1.0
0.074 0.0949 0.2339 1.728 1.0
0.0278 0.0792 0.1781 1.877 1.0
0.0006 0.0492 0.0751 2.042 1.0
0.0127 0.0788 0.1803 1.849 1.0
0.1451 0.1028 0.2928 1.768 1.0
0.0013 0.0532 0.1206 1.907 1.0
0.002 0.0554 0.1664 2.331 1.0
0.0303 0.0831 0.2083 1.775 1.0
0.0628 0.0984 0.2232 1.745 1.0
0.0488 0.0931 0.2356 1.948 1.0
0.0034 0.0615 0.1825 2.535 1.0
0.0024 0.0596 0.1377 2.062 1.0
0.0144 0.0896 0.2126 1.932 1.0
0.0199 0.0813 0.1823 2.048 1.0
0.0032 0.0607 0.15 2.149 1.0
0.0218 0.0783 0.212 1.894 1.0
0.1936 0.1123 0.3045 1.97 1.0
0.0008 0.0559 0.0791 2.464 1.0
0.0024 0.062 0.1133 2.228 1.0
0.0574 0.0876 0.2554 1.93 1.0
0.0005 0.0385 0.0636 2.356 1.0
0.0616 0.0896 0.2233 1.738 1.0
0.0576 0.0877 0.2259 1.867 1.0
0.0072 0.0703 0.2373 2.479 1.0
0.0221 0.0813 0.1931 2.125 1.0
0.0547 0.093 0.2356 1.751 1.0
0.0324 0.0895 0.2156 1.855 1.0
0.0358 0.0932 0.2343 2.013 1.0
0.0082 0.0742 0.1754 2.153 1.0
0.0011 0.0534 0.0855 1.975 1.0
0.0248 0.0791 0.2358 2.011 1.0
0.0002 0.0331 0.0514 2.006 1.0
0.0542 0.0943 0.237 1.828 1.0
0.0435 0.0911 0.2943 2.179 1.0
0.0039 0.0675 0.1238 1.958 1.0
0.0003 0.033 0.0579 2.225 1.0
0.0604 0.0884 0.2246 1.91 1.0
0.0047 0.0681 0.1586 1.97 1.0
0.0172 0.0773 0.2131 1.846 1.0
0.0005 0.0516 0.0533 1.984 1.0
0.0574 0.0955 0.229 1.938 1.0
0.0827 0.098 0.2603 1.852 1.0
0.0066 0.0663 0.1515 1.951 1.0
0.0313 0.0804 0.1889 1.803 1.0
0.009 0.0755 0.2666 2.397 1.0
0.0226 0.0818 0.1723 1.874 1.0
0.0098 0.0751 0.2426 2.431 1.0
0.0142 0.0752 0.1548 1.946 1.0
0.0167 0.0763 0.1551 1.854 1.0
0.03 0.0846 0.2139 2.055 1.0
0.0569 0.1027 0.2066 1.819 1.0
0.0823 0.0997 0.3165 2.294 1.0
0.0078 0.0693 0.2312 2.446 1.0
0.0043 0.0649 0.1698 1.912 1.0
0.0034 0.0617 0.1689 2.506 1.0
0.0002 0.028 0.04 2.208 1.0
0.123 0.1018 0.3233 2.069 1.0
0.0029 0.0565 0.1742 2.515 1.0
0.0118 0.0761 0.2321 2.29 1.0
0.0399 0.0893 0.2669 2.166 1.0
0.0083 0.0664 0.1335 1.917 1.0
0.0101 0.0738 0.1632 1.856 1.0
0.0347 0.0885 0.2237 1.743 1.0
0.0169 0.0775 0.1579 1.898 1.0
0.0011 0.0564 0.1084 2.614 1.0
0.0066 0.0707 0.1851 2.458 1.0
0.0377 0.0898 0.2207 2.001 1.0
0.0755 0.0999 0.3256 2.202 1.0
0.0916 0.0918 0.2332 1.747 1.0
0.0003 0.0266 0.0446 2.076 1.0
0.0535 0.0956 0.2973 2.222 1.0
0.0117 0.0741 0.2318 2.25 1.0
0.0539 0.0857 0.2287 1.734 1.0
0.0692 0.1085 0.2464 1.74 1.0
0.0007 0.0529 0.0851 1.96 1.0
0.002 0.0616 0.1224 2.075 1.0
0.0162 0.0802 0.1816 1.964 1.0
0.0011 0.0565 0.0599 1.973 1.0
0.0013 0.0551 0.0976 2.14 1.0
0.081 0.0939 0.2196 1.751 1.0
0.0024 0.0567 0.1359 2.052 1.0
0.1338 0.0984 0.2786 1.752 1.0
0.1158 0.1079 0.3241 2.011 1.0
0.032 0.0966 0.2961 2.184 1.0
0.0396 0.0908 0.2704 1.938 1.0
0.0198 0.0786 0.1992 1.915 1.0
0.0029 0.0652 0.1181 1.954 1.0
0.1609 0.1115 0.3326 1.956 1.0
0.0195 0.0818 0.173 2.038 1.0
0.0016 0.0652 0.1479 2.185 1.0
0.007 0.0719 0.1965 2.374 1.0
0.0353 0.0911 0.233 1.728 1.0
0.0115 0.0796 0.177 1.888 1.0
0.0138 0.0786 0.1854 1.807 1.0
0.0708 0.1333 0.2645 1.854 1.0
0.002 0.0586 0.1137 1.903 1.0
0.2762 0.1105 0.3046 1.684 1.0
0.002 0.0676 0.1739 2.311 1.0
0.0044 0.0709 0.1244 1.906 1.0
0.049 0.0838 0.2016 1.773 1.0
0.0276 0.0848 0.2001 2.015 1.0
0.0006 0.0411 0.1081 2.679 1.0
0.0015 0.0623 0.1106 2.108 1.0
0.0135 0.0773 0.1958 2.018 1.0
0.0048 0.0661 0.1477 2.127 1.0
0.0198 0.0777 0.2096 1.883 1.0
0.0017 0.0541 0.1098 2.362 1.0
0.0089 0.0751 0.2185 2.219 1.0
0.001 0.053 0.1009 2.23 1.0
0.0176 0.084 0.2162 2.03 1.0
0.0015 0.0537 0.1096 2.301 1.0
0.0024 0.1252 0.3391 1.797 1.0
0.0597 0.0949 0.2311 1.832 1.0
0.0057 0.0645 0.2133 2.536 1.0
0.0824 0.0954 0.2772 1.905 1.0
0.2331 0.1123 0.3083 1.681 1.0
0.0782 0.093 0.2411 1.693 1.0
0.0024 0.0604 0.1208 2.305 1.0
0.0083 0.0745 0.1703 1.949 1.0
0.2126 0.108 0.3068 1.817 1.0
0.0122 0.0776 0.2211 2.069 1.0
0.0064 0.0708 0.1551 1.871 1.0
0.0009 0.0464 0.0651 2.006 1.0
0.0083 0.0758 0.1895 2.097 1.0
0.0006 0.0342 0.1281 1.92 1.0
0.0212 0.0783 0.1884 1.941 1.0
0.0012 0.0543 0.1018 2.114 1.0
0.0175 0.0789 0.1751 1.829 1.0
0.0242 0.0891 0.1589 1.869 1.0
0.0048 0.0691 0.1457 2.03 1.0
0.086 0.0963 0.2409 1.824 1.0
0.1062 0.1002 0.313 2.029 1.0
0.0164 0.0769 0.2501 2.24 1.0
0.0367 0.0871 0.2359 2.012 1.0
0.0697 0.0899 0.2243 1.841 1.0
0.0004 0.0444 0.0569 2.046 1.0
0.1324 0.1068 0.31 1.999 1.0
0.0708 0.0941 0.2513 1.888 1.0
0.014 0.0781 0.217 2.062 1.0
0.0103 0.0761 0.2386 2.328 1.0
0.0027 0.0628 0.09 1.979 1.0
0.0173 0.0776 0.1749 1.873 1.0
0.0118 0.0726 0.1697 1.854 1.0
0.0977 0.0986 0.2328 1.9 1.0
0.0085 0.0824 0.1624 1.854 1.0
0.2239 0.1053 0.2972 1.69 1.0
0.0031 0.061 0.177 2.283 1.0
0.0106 0.1 0.1434 1.887 1.0
0.0605 0.0914 0.2327 1.727 1.0
0.0291 0.0809 0.2402 1.95 1.0
0.0043 0.0696 0.1933 2.442 1.0
0.0048 0.0663 0.1456 2.038 1.0
0.0094 0.0782 0.1935 1.936 1.0
0.0093 0.0725 0.1565 2.079 1.0
0.0034 0.0721 0.1319 2.163 1.0
0.0063 0.0917 0.1283 2.064 1.0
0.1599 0.2103 0.5526 1.502 1.0
0.0059 0.0659 0.1895 2.281 1.0
0.0078 0.0756 0.1651 2.121 1.0
0.002 0.0572 0.137 2.285 1.0
0.0156 0.076 0.147 1.869 1.0
0.0647 0.095 0.2671 1.77 1.0
0.0139 0.0799 0.2562 2.431 1.0
0.0825 0.098 0.2737 1.932 1.0
0.2011 0.1072 0.2862 1.728 1.0
0.0196 0.0825 0.1641 1.866 1.0
0.0031 0.0652 0.173 2.224 1.0
0.028 0.0818 0.2066 1.893 1.0
0.1333 0.1113 0.2761 1.926 1.0
0.028 0.0843 0.237 2.029 1.0
0.0073 0.0696 0.1685 1.851 1.0
0.0024 0.0597 0.1078 1.953 1.0
0.0139 0.0753 0.2251 2.018 1.0
0.0014 0.0483 0.1128 1.924 1.0
0.048 0.0859 0.2162 1.835 1.0
0.0408 0.0866 0.2829 2.203 1.0
0.0096 0.0718 0.1845 1.863 1.0
0.0003 0.0339 0.0662 2.176 1.0
0.0037 0.0676 0.1323 2.049 1.0
0.0012 0.0606 0.097 2.051 1.0
0.0013 0.0552 0.0941 2.028 1.0
0.0151 0.0773 0.1765 1.83 1.0
0.0396 0.0891 0.202 1.98 1.0
0.0867 0.0976 0.2617 1.81 1.0
0.0248 0.0851 0.1887 1.882 1.0
0.0154 0.0778 0.1728 1.837 1.0
0.0087 0.0746 0.255 2.392 1.0
0.0087 0.1287 0.2081 1.947 1.0
0.0165 0.0796 0.2845 2.365 1.0
0.0062 0.0687 0.1316 1.976 1.0
0.003 0.0565 0.1139 1.904 1.0
0.0569 0.0911 0.2681 1.931 1.0
0.1863 0.1059 0.2615 1.659 1.0
0.3106 0.1152 0.351 1.768 1.0
0.1283 0.1069 0.346 2.209 1.0
0.0092 0.0756 0.2489 2.356 1.0
0.0117 0.0729 0.1724 1.894 1.0
0.0153 0.0793 0.2532 2.304 1.0
0.0057 0.0612 0.1814 2.026 1.0
0.086 0.104 0.3119 2.116 1.0
0.0055 0.073 0.228 2.393 1.0
0.0103 0.0734 0.2592 2.23 1.0
0.0015 0.0637 0.0937 1.998 1.0
0.0231 0.084 0.2258 2.236 1.0
0.0115 0.0801 0.1853 1.837 1.0
0.0052 0.0659 0.1328 1.9 1.0
0.0103 0.0724 0.1574 1.849 1.0
0.0185 0.0816 0.1706 1.872 1.0
0.0032 0.06 0.1554 2.035 1.0
0.0284 0.087 0.1978 1.791 1.0
0.0041 0.0718 0.1489 2.079 1.0
0.1071 0.0951 0.2517 1.695 1.0
0.0186 0.0843 0.2053 1.916 1.0
0.1763 0.1032 0.2579 1.782 1.0
0.1318 0.1009 0.3094 2.033 1.0
0.057 0.0925 0.286 2.196 1.0
0.0214 0.0859 0.1947 2.08 1.0
0.0239 0.0916 0.1738 1.945 1.0
0.2069 0.109 0.3209 1.906 1.0
0.0364 0.0876 0.1958 1.997 1.0
0.0268 0.0831 0.2606 2.006 1.0
0.013 0.0727 0.239 2.328 1.0
0.0456 0.0926 0.2253 1.766 1.0
0.0396 0.0831 0.2126 1.808 1.0
0.0006 0.0386 0.0919 2.011 1.0
0.0114 0.0751 0.1816 1.826 1.0
0.0341 0.0871 0.1837 2.006 1.0
0.0037 0.0678 0.1251 1.899 1.0
0.0011 0.0471 0.1207 2.411 1.0
0.0065 0.0713 0.1375 1.889 1.0
0.0559 0.0868 0.2067 1.776 1.0
0.1004 0.0935 0.2583 1.877 1.0
0.0013 0.0532 0.1306 2.395 1.0
0.0008 0.0397 0.0862 2.134 1.0
0.0003 0.03 0.05 2.151 1.0
0.0372 0.0893 0.2243 1.996 1.0
0.0015 0.0572 0.1066 2.176 1.0
0.0006 0.0485 0.069 2.105 1.0
0.0249 0.0911 0.2106 2.207 1.0
0.0043 0.0679 0.1819 2.292 1.0
0.034 0.0824 0.2313 2.011 1.0
0.0414 0.0815 0.2125 1.745 1.0
0.0485 0.0893 0.2272 1.845 1.0
0.0039 0.0608 0.2124 2.559 1.0
0.0598 0.0962 0.259 1.985 1.0
0.0331 0.0855 0.2144 1.79 1.0
0.0036 0.0644 0.1467 2.258 1.0
0.05 0.0866 0.2327 1.826 1.0
0.0132 0.0753 0.192 2.11 1.0
0.0037 0.0568 0.1983 1.83 1.0
0.0042 0.0626 0.1393 1.913 1.0
0.003 0.0637 0.1783 2.117 1.0
0.0019 0.058 0.1184 1.897 1.0
0.048 0.0902 0.2009 1.875 1.0
0.0924 0.1014 0.3081 2.094 1.0
0.0215 0.0816 0.2137 1.793 1.0
0.0018 0.0593 0.1486 2.103 1.0
0.011 0.0772 0.1692 2.023 1.0
0.0065 0.0667 0.1476 1.986 1.0
0.0135 0.0729 0.1816 1.893 1.0
0.0166 0.0787 0.166 1.845 1.0
0.0843 0.0947 0.2663 1.876 1.0
0.0756 0.0902 0.2357 1.86 1.0
0.0205 0.0787 0.2078 1.844 1.0
0.0364 0.125 0.2099 1.78 1.0
0.013 0.0763 0.2647 2.396 1.0
0.0063 0.0756 0.2655 1.817 1.0
0.0051 0.067 0.1819 2.578 1.0
0.016 0.0774 0.1909 1.898 1.0
0.0191 0.0772 0.1674 1.837 1.0
0.0392 0.0857 0.2237 2.032 1.0
0.1411 0.1005 0.2457 1.719 1.0
0.0203 0.0909 0.1945 2.218 1.0
0.0822 0.1057 0.3167 2.297 1.0
0.0114 0.075 0.2537 2.364 1.0
0.0091 0.0756 0.1733 1.89 1.0
0.0055 0.0686 0.2295 2.404 1.0
0.0014 0.0553 0.094 2.137 1.0
0.1257 0.1015 0.3235 2.042 1.0
0.0076 0.0716 0.2223 2.437 1.0
0.0206 0.0866 0.2765 2.191 1.0
0.0025 0.059 0.1193 1.986 1.0
0.0198 0.0806 0.2204 2.267 1.0
0.0232 0.0786 0.2212 1.79 1.0
0.0113 0.1265 0.1635 1.826 1.0
0.0314 0.084 0.1975 1.791 1.0
0.0353 0.0826 0.2017 1.81 1.0
0.0047 0.0672 0.1436 2.144 1.0
0.0739 0.0906 0.2569 1.852 1.0
0.3489 0.1219 0.3879 1.842 1.0
0.0069 0.0724 0.2132 2.485 1.0
0.1287 0.0977 0.2578 1.66 1.0
0.0006 0.0446 0.0728 2.041 1.0
0.178 0.1017 0.2627 1.669 1.0
0.1359 0.1007 0.2567 1.753 1.0
0.001 0.0594 0.0746 1.952 1.0
0.0032 0.0634 0.1401 1.889 1.0
0.0013 0.0555 0.1302 2.268 1.0
0.0473 0.0908 0.2396 1.903 1.0
0.249 0.1138 0.3352 1.889 1.0
0.0039 0.0601 0.1322 1.993 1.0
0.0056 0.0694 0.1463 1.919 1.0
0.0876 0.0921 0.2551 1.923 1.0
0.0059 0.0786 0.1487 2.142 1.0
0.0022 0.0643 0.1004 1.978 1.0
0.0014 0.0545 0.1115 2.303 1.0
0.0158 0.0782 0.2675 2.284 1.0
0.0034 0.0622 0.1234 1.908 1.0
0.0005 0.0462 0.0726 2.009 1.0
0.1084 0.1043 0.3427 2.146 1.0
0.0016 0.0563 0.115 1.939 1.0
0.0041 0.0709 0.1328 1.942 1.0
0.0014 0.054 0.1423 2.036 1.0
0.0115 0.0817 0.2541 2.439 1.0
0.0189 0.0814 0.2038 1.999 1.0
0.0251 0.0888 0.3001 2.299 1.0
0.0018 0.0622 0.1442 1.907 1.0
0.3647 0.125 0.3687 1.822 1.0
0.0021 0.0579 0.1449 2.197 1.0
0.0018 0.058 0.1767 2.445 1.0
0.001 0.0485 0.1386 2.257 1.0
0.0135 0.0748 0.2361 2.289 1.0
0.0081 0.0778 0.1901 2.109 1.0
0.026 0.0838 0.2907 2.277 1.0
0.1966 0.1134 0.355 2.052 1.0
0.2082 0.11 0.3291 1.839 1.0
0.0199 0.0788 0.2014 1.917 1.0
0.0143 0.0847 0.2551 2.386 1.0
0.0131 0.0749 0.2496 2.32 1.0
0.0111 0.0891 0.2356 2.2 1.0
0.0298 0.0822 0.2092 1.774 1.0
0.0023 0.0661 0.1541 2.408 1.0
0.0256 0.1079 0.2259 1.908 1.0
0.0271 0.08 0.2254 1.967 1.0
0.0034 0.0746 0.1179 1.95 1.0
0.0329 0.0814 0.1932 1.806 1.0
0.0018 0.0664 0.1256 2.259 1.0
0.0847 0.1031 0.3113 2.242 1.0
0.0003 0.0278 0.0719 2.112 1.0
0.0137 0.0716 0.1893 2.117 1.0
0.0028 0.063 0.147 1.898 1.0
0.0051 0.0771 0.1427 1.938 1.0
0.2033 0.1064 0.3239 1.797 1.0
0.0711 0.0988 0.2236 1.963 1.0
0.0024 0.079 0.1143 1.901 1.0
0.0105 0.0747 0.2353 2.444 1.0
0.1332 0.1057 0.3454 2.154 1.0
0.0067 0.0757 0.2231 2.469 1.0
0.0063 0.0733 0.1683 2.087 1.0
0.0012 0.0604 0.1129 2.416 1.0
0.0018 0.0588 0.0792 1.947 1.0
0.0007 0.0418 0.0732 2.243 1.0
0.0588 0.1 0.2268 1.897 1.0
0.0118 0.0708 0.2471 2.451 1.0
0.1141 0.1004 0.2411 1.693 1.0
0.0009 0.0542 0.0851 2.024 1.0
0.1743 0.103 0.2605 1.681 1.0
0.0663 0.095 0.2463 1.811 1.0
0.0233 0.1229 0.2085 1.787 1.0
0.0013 0.0582 0.1095 1.933 1.0
0.0043 0.0702 0.1085 1.911 1.0
0.0013 0.052 0.1121 2.264 1.0
0.0866 0.0949 0.2472 1.878 1.0
0.1948 0.11 0.358 1.83 1.0
0.0034 0.0617 0.1424 1.924 1.0
0.0531 0.0902 0.2351 1.988 1.0
0.0551 0.0945 0.2364 1.979 1.0
0.0018 0.0577 0.1176 1.967 1.0
0.0005 0.0377 0.0874 2.334 1.0
0.0176 0.0802 0.2675 2.317 1.0
0.0686 0.0958 0.2306 1.734 1.0
0.0011 0.0584 0.0919 2.021 1.0
0.1329 0.1055 0.3423 2.12 1.0
0.0026 0.0582 0.106 1.932 1.0
0.0241 0.0832 0.21 1.83 1.0
0.0013 0.0512 0.1074 2.71 1.0
0.0188 0.0774 0.1923 2.006 1.0
0.0005 0.0486 0.0655 2.272 1.0
0.0261 0.0859 0.3076 2.191 1.0
0.0033 0.0741 0.1033 1.922 1.0
0.1213 0.1112 0.3172 2.103 1.0
0.0261 0.0813 0.2269 2.023 1.0
0.003 0.0653 0.1653 2.476 1.0
0.0007 0.0487 0.0844 2.302 1.0
0.0218 0.0842 0.2642 2.2 1.0
0.0081 0.0661 0.1829 2.132 1.0
0.0166 0.0773 0.2606 2.401 1.0
0.2245 0.1191 0.361 2.014 1.0
0.1702 0.1074 0.3224 1.896 1.0
0.0291 0.0778 0.2122 1.915 1.0
0.0127 0.0803 0.2715 2.378 1.0
0.0079 0.069 0.1977 2.365 1.0
0.0006 0.0586 0.078 2.0 1.0
0.007 0.0688 0.1803 2.3 1.0
0.0019 0.061 0.1736 2.35 1.0
0.0186 0.0812 0.1983 1.93 1.0
0.025 0.0793 0.2434 1.968 1.0
0.0031 0.0603 0.176 1.905 1.0
0.0209 0.0796 0.2061 1.804 1.0
0.1164 0.1058 0.3429 2.133 1.0
0.0101 0.0716 0.1825 2.138 1.0
0.0014 0.0626 0.0868 1.968 1.0
0.002 0.0548 0.1282 1.967 1.0
0.257 0.1104 0.3303 1.796 1.0
0.0005 0.0414 0.058 2.1 1.0
0.1404 0.1038 0.2776 1.811 1.0
0.0231 0.0886 0.2738 2.341 1.0
0.0486 0.0981 0.3066 2.341 1.0
0.0015 0.0517 0.1179 2.686 1.0
0.0017 0.0521 0.1008 2.168 1.0
0.0057 0.0693 0.1767 2.308 1.0
0.0075 0.0752 0.1564 1.85 1.0
0.0078 0.0714 0.1933 2.053 1.0
0.0501 0.0938 0.2679 1.8 1.0
0.15 0.1271 0.3293 2.056 1.0
0.0043 0.0674 0.1584 2.126 1.0
0.2478 0.109 0.298 1.486 1.0
0.1173 0.203 0.3504 1.477 1.0
0.0752 0.0932 0.2251 1.757 1.0
0.088 0.0955 0.2426 1.785 1.0
0.006 0.0673 0.1611 1.862 1.0
0.0435 0.0904 0.2476 1.876 1.0
0.2486 0.115 0.3413 1.831 1.0
0.0015 0.0564 0.0889 2.063 1.0
0.071 0.0895 0.2559 1.903 1.0
0.0192 0.0805 0.2371 1.956 1.0
0.0426 0.0826 0.2145 1.818 1.0
0.0032 0.0576 0.1684 2.25 1.0
0.0054 0.07 0.2513 2.346 1.0
0.0548 0.086 0.2289 1.732 1.0
0.0024 0.0656 0.1301 1.939 1.0
0.0248 0.0871 0.2439 2.45 1.0
0.0484 0.0888 0.2142 1.801 1.0
0.0006 0.0494 0.0789 2.115 1.0
0.0036 0.0709 0.1756 2.596 1.0
0.0011 0.0541 0.0935 2.155 1.0
0.0249 0.0864 0.2645 2.366 1.0
0.3385 0.1192 0.3907 1.813 1.0
0.0022 0.08 0.1427 1.947 1.0
0.3531 0.12 0.3761 1.749 1.0
0.0304 0.0842 0.2537 2.006 1.0
0.0022 0.0614 0.1515 2.491 1.0
0.001 0.0482 0.1194 2.267 1.0
0.0085 0.0716 0.1928 2.372 1.0
0.0035 0.0636 0.1551 2.1 1.0
0.0038 0.0676 0.1766 2.159 1.0
0.0363 0.0903 0.2891 2.265 1.0
0.1615 0.1113 0.3588 1.993 1.0
0.125 0.1082 0.3175 1.92 1.0
0.2962 0.1104 0.3006 1.557 1.0
0.0357 0.0894 0.2297 1.867 1.0
0.0006 0.0506 0.099 2.516 1.0
0.0021 0.0641 0.2074 2.604 1.0
0.0016 0.0529 0.1337 2.505 1.0
0.0041 0.063 0.1574 1.907 1.0
0.0012 0.0441 0.098 2.432 1.0
0.016 0.0811 0.207 1.774 1.0
0.0024 0.0721 0.1545 2.413 1.0
0.0127 0.0817 0.2979 1.909 1.0
0.0248 0.0813 0.2218 1.953 1.0
0.0119 0.082 0.1777 1.838 1.0
0.0006 0.0496 0.0963 2.296 1.0
0.1003 0.1015 0.3406 2.164 1.0
0.0169 0.0791 0.2236 2.058 1.0
0.0047 0.0677 0.1758 1.895 1.0
0.0442 0.1044 0.1763 1.82 1.0
0.2358 0.1136 0.3402 1.789 1.0
0.0008 0.0485 0.084 2.058 1.0
0.158 0.1044 0.3058 1.779 1.0
0.0021 0.0675 0.1249 1.89 1.0
0.0117 0.0829 0.2497 2.359 1.0
0.1035 0.1018 0.3443 2.087 1.0
0.0037 0.0722 0.1594 2.599 1.0
0.0258 0.0842 0.2151 1.997 1.0
0.0018 0.0635 0.1472 2.362 1.0
0.0039 0.0689 0.1171 1.907 1.0
0.0067 0.07 0.1748 2.089 1.0
0.0313 0.0908 0.1958 1.975 1.0
0.2653 0.117 0.3475 1.964 1.0
0.0032 0.0756 0.1812 2.562 1.0
0.001 0.0484 0.0707 2.213 1.0
0.057 0.0952 0.1902 1.8 1.0
0.004 0.0629 0.1467 1.949 1.0
0.1326 0.1019 0.2644 1.677 1.0
0.1495 0.1029 0.2777 1.715 1.0
0.001 0.0557 0.079 1.96 1.0
0.0012 0.0508 0.1105 1.941 1.0
0.0013 0.054 0.0912 1.945 1.0
0.0035 0.0654 0.1661 2.195 1.0
